workerid,condition,browser,gender,age,showEarlierWheelFirst,order.1,order.2,order.3,order.4,order.5,askAboutLeftWheelFirst.1,askAboutLeftWheelFirst.2,askAboutLeftWheelFirst.3,askAboutLeftWheelFirst.4,askAboutLeftWheelFirst.5,showFirstOfPairFirst.1,showFirstOfPairFirst.2,showFirstOfPairFirst.3,showFirstOfPairFirst.4,showFirstOfPairFirst.5,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,attentionCheck1Time.1,attentionCheck1Time.2,attentionCheck1Time.3,attentionCheck1Time.4,attentionCheck1Time.5,attentionCheck2Time.1,attentionCheck2Time.2,attentionCheck2Time.3,attentionCheck2Time.4,attentionCheck2Time.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
106,1,Chrome,F,33,1,1,2,3,4,5,1,1,1,1,1,1,1,1,1,0,7,5,6,9,8,11,13,31,22,22,43,37,21,26,50,10,20,25,15,50,50,50,45,50,75,75,90,80,75,90,0.55,0.28,0.3,0.24,0.32,0.28,0.19,0.3,0.4,0.5,0.17,0.53,0.4,0.36,0.18,1,1,3,2,2,10,20,80,50,75,0.55,0.28,0.4,0.4,0.5,19,15,46,29,11,25,30,55,40,20,45,50,70,65,45,80,95,85,100,70,0.31,0.3,0.26,0.38,0.41,0.32,0.3,0.53,0.34,0.35,0.37,0.4,0.21,0.28,0.24,1,3,1,2,2,25,95,55,65,45,0.31,0.4,0.26,0.34,0.35,0.239,0.448,0.863,0.142,0.176,0.134,0.953,0.056,0.215,0.875,10,20,80,50,75,25,95,55,65,75,10,10,10,10,10,2,2,2,2,10,67578,57534,59496,52577,109779,2,2,8,6,8,7,8,2,8,2,1,3,8,5,8,7,8,8,3,2,1,3,2,7,8,6,8,8,7,1,2,7,8,5,8,6,2,7,6,3,3,7,7,5,6,4,3,8,5,5,8,6,7,5,5,7,3,6,5,5,1,8,7,7,8,7,4,2,8,8,2,8,7,8,8,8,8,7,8,2,1,6,7,7,7,7,7,1,7,7
107,1,Firefox,M,31,1,1,2,3,4,5,1,1,1,0,0,0,0,0,0,1,7,3,1,9,2,11,23,12,22,21,19,3,11,29,41,25,0,20,40,0,45,30,45,65,40,80,60,70,100,95,0.31,0.41,0.41,0.38,0.27,0.32,0.37,0.35,0.34,0.4,0.37,0.22,0.24,0.28,0.33,1,3,2,2,2,25,60,45,65,40,0.31,0.22,0.35,0.34,0.4,43,8,4,26,31,10,15,10,15,45,50,70,35,50,60,75,80,75,75,90,0.55,0.49,0.5,0.24,0.54,0.28,0.27,0.31,0.4,0.3,0.17,0.24,0.19,0.36,0.16,1,2,1,2,1,10,70,10,50,45,0.55,0.27,0.5,0.4,0.54,0.939,0.085,0.739,0.28,0.165,0.247,0.702,0.422,0.124,0.599,25,60,45,65,40,10,70,10,50,45,10,10,10,10,10,2,2,2,2,2,76095,57373,65524,87931,51771,4,8,5,5,5,6,1,2,2,2,5,6,6,6,4,7,1,2,3,1,3,6,4,3,3,5,1,3,4,2,3,8,4,5,5,5,1,2,2,1,4,6,4,7,6,7,1,6,3,2,2,5,3,4,3,4,1,5,3,2,5,8,7,7,6,2,1,3,2,2,4,7,6,8,6,6,1,4,3,3,4,5,4,4,4,7,1,2,3,2
108,1,Firefox,M,54,1,1,2,3,4,5,0,0,1,1,1,1,0,0,1,1,4,3,10,5,9,32,23,33,13,22,36,3,18,37,26,30,0,25,20,15,50,30,60,50,50,90,60,100,90,75,0.39,0.41,0.43,0.28,0.24,0.25,0.37,0.35,0.19,0.4,0.36,0.22,0.22,0.53,0.36,3,3,3,1,2,90,60,100,20,50,0.36,0.22,0.22,0.28,0.4,23,8,9,15,29,20,15,15,30,40,60,70,70,50,65,90,80,80,95,100,0.34,0.49,0.45,0.3,0.38,0.22,0.27,0.29,0.3,0.34,0.44,0.24,0.26,0.4,0.28,2,2,3,3,2,60,70,80,95,65,0.22,0.27,0.26,0.4,0.34,0.112,0.312,0.203,0.175,0.629,0.252,0.031,0.299,0.354,0.104,90,60,100,20,50,60,70,80,95,65,10,10,10,10,10,2,2,2,2,2,74002,71111,55031,59505,72459,7,7,8,3,6,1,2,1,4,2,7,7,8,3,6,1,2,1,6,3,4,3,3,2,2,1,2,1,6,2,7,7,8,8,7,1,2,1,1,2,7,7,8,8,7,1,2,1,1,3,3,3,2,4,3,1,2,1,1,2,7,7,8,7,7,1,2,2,2,2,7,7,8,7,7,1,2,1,2,3,4,3,2,4,2,1,2,1,2,2
109,1,Chrome,M,30,1,1,2,3,4,5,0,1,1,1,1,0,1,1,1,0,10,4,9,1,3,33,32,22,12,23,18,36,26,4,3,25,30,15,10,0,60,50,50,35,30,100,90,75,75,60,0.43,0.39,0.24,0.5,0.41,0.35,0.25,0.4,0.31,0.37,0.22,0.36,0.36,0.19,0.22,3,3,2,1,3,100,90,50,10,60,0.22,0.36,0.4,0.5,0.22,9,23,29,11,8,15,20,40,20,15,70,60,65,45,70,80,90,100,70,80,0.45,0.34,0.38,0.41,0.49,0.29,0.22,0.34,0.35,0.27,0.26,0.44,0.28,0.24,0.24,3,2,2,2,2,80,60,65,45,70,0.26,0.22,0.34,0.35,0.27,0.734,0.806,0.946,0.689,0.447,0.335,0.564,0.938,0.93,0.796,100,90,50,10,60,80,60,65,45,70,10,10,10,10,10,2,2,2,2,2,70104,37165,63012,73072,48631,7,7,7,2,7,5,3,4,7,5,7,7,7,3,6,2,3,4,7,4,3,7,7,3,6,5,7,4,7,5,7,7,8,7,7,3,3,4,5,3,6,7,8,3,6,3,3,4,8,6,6,7,8,7,4,3,3,4,6,4,6,7,9,8,7,2,2,3,3,3,6,6,9,6,5,4,3,4,4,5,7,7,9,5,4,3,3,4,6,7
110,1,Chrome,M,30,1,1,2,3,4,5,0,1,0,1,1,0,0,1,1,0,8,9,4,1,2,22,22,32,12,21,50,29,36,4,31,50,40,30,10,45,75,65,50,35,60,90,100,90,75,90,0.32,0.38,0.39,0.5,0.54,0.5,0.34,0.25,0.31,0.3,0.18,0.28,0.36,0.19,0.16,2,2,3,1,1,75,65,90,10,45,0.5,0.34,0.36,0.5,0.54,11,26,23,11,41,20,15,20,20,0,45,50,60,45,40,70,75,90,70,95,0.41,0.24,0.34,0.41,0.27,0.35,0.4,0.22,0.35,0.4,0.24,0.36,0.44,0.24,0.33,2,2,2,2,2,45,50,60,45,40,0.35,0.4,0.22,0.35,0.4,0.147,0.838,0.578,0.683,0.891,0.022,0.34,0.378,0.656,0.22,75,65,90,10,45,45,50,60,45,40,10,10,10,10,10,2,2,2,2,2,108870,68030,62859,62504,63818,7,7,9,4,4,1,1,1,6,5,2,2,1,6,5,2,2,1,6,5,6,6,9,3,4,4,2,1,6,5,7,6,7,6,5,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,5,5,6,4,5,3,2,2,2,2,6,7,8,4,5,1,1,1,5,3,2,2,2,4,3,2,2,2,4,3,5,6,7,4,5,3,3,2,4,3
111,1,Chrome,M,30,0,1,2,3,4,5,0,0,0,1,0,1,0,1,0,0,2,5,4,1,6,21,13,32,12,31,41,15,36,11,46,0,30,30,20,55,40,50,50,45,70,95,95,90,70,85,0.27,0.3,0.39,0.41,0.26,0.4,0.3,0.25,0.35,0.53,0.33,0.4,0.36,0.24,0.21,2,3,3,2,1,40,95,90,45,55,0.4,0.4,0.36,0.35,0.26,31,37,23,4,21,45,20,20,10,25,60,50,60,35,45,90,90,90,75,80,0.54,0.28,0.34,0.5,0.3,0.3,0.19,0.22,0.31,0.3,0.16,0.53,0.44,0.19,0.4,1,1,2,1,3,45,20,60,10,80,0.54,0.28,0.22,0.5,0.4,0.277,0.823,0.109,0.322,0.897,0.188,0.282,0.331,0.563,0.148,40,95,90,45,55,45,20,60,10,80,2,2,2,2,2,10,10,10,10,10,109174,66684,51607,51955,49282,6,8,8,6,3,4,3,2,4,7,6,6,3,5,5,5,3,3,4,5,6,7,3,6,6,5,3,4,5,4,3,2,6,2,7,3,8,4,8,3,4,4,6,2,6,3,3,5,6,4,4,3,6,6,7,6,4,4,5,6,5,5,7,3,7,3,4,4,8,4,6,5,4,5,6,3,4,6,6,5,3,6,4,4,6,5,5,6,6,5
112,1,Chrome,M,29,0,1,2,3,4,5,0,0,1,1,0,1,1,0,1,0,3,6,4,9,10,23,31,32,22,33,8,21,23,26,18,15,25,20,15,25,70,45,60,50,60,80,80,90,75,100,0.49,0.3,0.34,0.24,0.43,0.27,0.3,0.22,0.4,0.35,0.24,0.4,0.44,0.36,0.22,2,3,2,2,3,70,80,60,50,100,0.27,0.4,0.22,0.4,0.22,3,46,36,29,9,0,55,30,40,15,30,70,50,65,70,60,85,90,100,80,0.41,0.26,0.39,0.38,0.45,0.37,0.53,0.25,0.34,0.29,0.22,0.21,0.36,0.28,0.26,3,1,3,2,3,60,55,90,65,80,0.22,0.26,0.36,0.34,0.26,0.945,0.942,0.542,0.856,0.096,0.492,0.496,0.573,0.697,0.489,70,80,60,50,100,60,55,90,65,80,2,2,10,2,2,10,10,2,10,10,109996,94905,68576,76156,42292,9,9,8,8,9,1,1,2,2,1,9,9,8,8,9,1,1,2,2,1,9,9,8,8,9,1,1,1,1,1,9,8,9,8,9,1,2,1,2,1,9,8,9,8,9,1,3,2,2,1,9,8,9,8,9,1,1,1,1,1,9,8,9,8,9,1,1,1,1,1,9,8,9,8,9,1,2,2,2,1,9,8,9,8,9,1,1,1,1,1
113,1,Firefox,M,40,1,1,2,3,4,5,1,0,1,1,1,0,0,0,0,0,4,6,10,5,8,32,31,33,13,22,23,46,18,15,50,20,55,25,30,50,60,70,60,50,75,90,85,100,95,90,0.34,0.26,0.43,0.3,0.32,0.22,0.53,0.35,0.3,0.5,0.44,0.21,0.22,0.4,0.18,2,1,3,3,2,60,55,100,95,75,0.22,0.26,0.22,0.4,0.5,36,21,9,37,11,30,25,15,20,20,50,45,70,50,45,90,80,80,90,70,0.39,0.3,0.45,0.28,0.41,0.25,0.3,0.29,0.19,0.35,0.36,0.4,0.26,0.53,0.24,3,3,3,1,2,90,80,80,20,45,0.36,0.4,0.26,0.28,0.35,0.599,0.058,0.559,0.475,0.56,0.04,0.374,0.566,0.781,0.078,60,55,100,95,75,90,80,80,20,45,10,10,10,10,10,2,2,2,2,2,95144,74684,55694,55649,70798,6,7,8,8,7,2,4,1,2,2,5,2,4,6,5,4,6,1,1,6,6,3,8,7,2,1,4,1,1,4,8,8,8,5,4,1,2,1,7,5,4,5,5,2,4,1,2,1,6,8,7,7,7,2,3,1,2,1,7,6,5,3,8,3,3,4,5,1,8,7,4,5,6,2,4,7,8,3,8,7,2,3,7,2,3,3,5,2,8,5
114,1,Chrome,M,37,1,1,2,3,4,5,1,1,1,1,0,0,1,1,0,1,7,10,4,8,9,11,33,32,22,22,19,9,36,50,26,25,15,30,50,15,45,70,50,75,50,80,80,90,90,75,0.31,0.45,0.39,0.32,0.24,0.32,0.29,0.25,0.5,0.4,0.37,0.26,0.36,0.18,0.36,1,3,3,2,2,25,80,90,75,50,0.31,0.26,0.36,0.5,0.4,43,18,23,11,29,10,25,20,20,40,50,60,60,45,65,75,100,90,70,100,0.55,0.43,0.34,0.41,0.38,0.28,0.35,0.22,0.35,0.34,0.17,0.22,0.44,0.24,0.28,1,3,2,2,2,10,100,60,45,65,0.55,0.22,0.22,0.35,0.34,0.541,0.149,0.535,0.012,0.398,0.702,0.858,0.515,0.511,0.277,25,80,90,75,50,10,100,60,45,65,10,10,10,10,10,2,2,2,2,2,122099,84516,87308,81096,103434,1,7,7,7,6,3,1,1,1,2,1,8,9,8,5,8,1,1,1,2,1,5,6,3,4,5,1,1,1,2,1,9,5,5,6,3,1,2,2,2,1,9,5,6,5,5,1,3,2,2,1,8,6,4,4,3,1,4,2,2,3,9,7,7,6,1,1,2,2,3,2,9,6,6,5,6,1,2,2,3,1,7,4,3,4,6,1,2,2,3
115,1,Chrome,M,28,0,1,2,3,4,5,0,0,0,0,1,1,0,1,1,1,1,4,7,8,9,12,32,11,22,22,4,23,43,11,26,10,20,10,20,15,35,60,50,45,50,75,90,75,70,75,0.5,0.34,0.55,0.41,0.24,0.31,0.22,0.28,0.35,0.4,0.19,0.44,0.17,0.24,0.36,1,2,1,2,2,10,60,10,45,50,0.5,0.22,0.55,0.35,0.4,11,36,19,50,29,20,30,25,50,40,45,50,45,75,65,70,90,80,90,100,0.41,0.39,0.31,0.32,0.38,0.35,0.25,0.32,0.5,0.34,0.24,0.36,0.37,0.18,0.28,2,3,1,2,2,45,90,25,75,65,0.35,0.36,0.31,0.5,0.34,0.028,0.157,0.606,0.284,0.211,0.91,0.019,0.043,0.373,0.308,10,60,10,45,50,45,90,25,75,65,2,2,2,2,2,10,10,10,10,10,124903,72023,94726,70233,74388,6,7,6,7,7,4,3,4,4,3,6,7,6,7,7,4,4,4,4,3,5,7,6,6,7,5,3,5,5,5,7,9,6,7,7,3,1,5,3,3,7,9,6,7,7,3,1,6,3,3,7,9,3,7,5,5,1,5,3,5,4,8,3,7,7,6,2,7,3,3,5,8,3,7,7,4,2,7,3,3,4,8,3,7,6,5,2,7,5,4
116,1,Chrome,F,31,0,1,2,3,4,5,0,1,1,1,1,1,0,1,1,0,3,1,5,2,8,23,12,13,21,22,8,11,37,41,50,15,20,20,0,50,70,45,50,40,75,80,70,90,95,90,0.49,0.41,0.28,0.27,0.32,0.27,0.35,0.19,0.4,0.5,0.24,0.24,0.53,0.33,0.18,2,2,1,2,2,70,45,20,40,75,0.27,0.35,0.28,0.4,0.5,3,4,15,31,11,0,10,30,45,20,30,35,50,60,45,60,75,95,90,70,0.41,0.5,0.3,0.54,0.41,0.37,0.31,0.3,0.3,0.35,0.22,0.19,0.4,0.16,0.24,3,1,3,1,2,60,10,95,45,45,0.22,0.5,0.4,0.54,0.35,0.1,0.799,0.61,0.902,0.843,0.137,0.925,0.329,0.085,0.094,70,45,20,40,75,60,10,95,45,45,2,2,2,2,2,10,10,10,10,10,71733,246843,63560,41679,34690,7,6,1,5,7,1,3,8,2,2,7,6,1,5,7,1,3,8,2,2,8,6,1,5,7,1,3,8,2,2,9,2,9,4,4,1,7,1,5,4,9,2,9,4,4,1,7,1,5,4,9,2,9,4,4,1,7,1,5,4,9,4,7,4,5,2,5,3,4,5,9,3,7,4,5,2,5,3,4,5,9,3,7,4,5,2,5,3,4,5
117,1,Chrome,M,31,0,1,2,3,4,5,0,1,1,1,0,0,1,1,1,0,5,9,6,1,3,13,22,31,12,23,15,26,21,4,3,30,15,25,10,0,50,50,45,35,30,95,75,80,75,60,0.3,0.24,0.3,0.5,0.41,0.3,0.4,0.3,0.31,0.37,0.4,0.36,0.4,0.19,0.22,3,2,3,1,3,95,50,80,10,60,0.4,0.4,0.4,0.5,0.22,37,29,46,11,8,20,40,55,20,15,50,65,70,45,70,90,100,85,70,80,0.28,0.38,0.26,0.41,0.49,0.19,0.34,0.53,0.35,0.27,0.53,0.28,0.21,0.24,0.24,1,2,1,2,2,20,65,55,45,70,0.28,0.34,0.26,0.35,0.27,0.832,0.76,0.415,0.946,0.309,0.515,0.581,0.12,0.587,0.956,95,50,80,10,60,20,65,55,45,70,2,2,2,2,2,10,10,10,10,10,92409,79090,69125,83218,65633,9,7,9,3,9,1,2,1,9,1,9,6,9,2,9,1,2,1,9,1,9,8,9,7,9,1,2,1,8,1,3,7,7,6,9,9,2,4,5,1,2,6,5,5,9,9,3,4,6,1,1,7,6,5,9,7,2,2,4,1,9,9,9,5,9,1,1,1,6,1,9,9,9,4,9,1,2,1,6,1,9,9,9,4,9,1,1,1,6,1
118,1,Firefox,F,32,0,1,2,3,4,5,1,0,0,0,1,0,0,0,0,1,5,4,6,10,8,13,32,31,33,22,15,23,46,18,11,30,20,55,25,20,50,60,70,60,45,95,90,85,100,70,0.3,0.34,0.26,0.43,0.41,0.3,0.22,0.53,0.35,0.35,0.4,0.44,0.21,0.22,0.24,3,2,1,3,2,95,60,55,100,45,0.4,0.22,0.26,0.22,0.35,37,36,21,9,50,20,30,25,15,50,50,50,45,70,75,90,90,80,80,90,0.28,0.39,0.3,0.45,0.32,0.19,0.25,0.3,0.29,0.5,0.53,0.36,0.4,0.26,0.18,1,3,3,3,2,20,90,80,80,75,0.28,0.36,0.4,0.26,0.5,0.333,0.368,0.801,0.454,0.522,0.394,0.969,0.201,0.133,0.453,$95 ,$60 ,$55 ,$100 ,$45 ,$20 ,$90 ,$80 ,$80 ,$75 ,2,2,2,2,2,10,10,10,10,10,140298,94127,93267,72201,79103,9,6,4,9,6,1,4,5,1,3,5,5,4,9,4,1,4,7,1,5,8,6,4,9,6,1,4,5,1,5,3,9,9,9,9,7,1,1,1,1,3,9,9,2,3,6,1,1,1,1,4,9,9,8,7,7,1,1,1,1,7,8,8,9,8,3,2,2,1,2,4,7,5,9,6,6,2,3,1,1,6,6,6,9,7,4,2,2,1,3
119,1,Chrome,F,25,0,1,2,3,4,5,0,0,1,1,1,1,0,0,1,0,5,1,2,7,6,13,12,21,11,31,37,11,31,43,46,20,20,45,10,55,50,45,60,50,70,90,70,90,75,85,0.28,0.41,0.54,0.55,0.26,0.19,0.35,0.3,0.28,0.53,0.53,0.24,0.16,0.17,0.21,1,2,1,1,1,20,45,45,10,55,0.28,0.35,0.54,0.55,0.26,15,4,41,19,21,30,10,0,25,25,50,35,40,45,45,95,75,95,80,80,0.3,0.5,0.27,0.31,0.3,0.3,0.31,0.4,0.32,0.3,0.4,0.19,0.33,0.37,0.4,3,1,2,1,3,95,10,40,25,80,0.4,0.5,0.4,0.31,0.4,0.871,0.283,0.18,0.961,0.353,0.655,0.547,0.766,0.709,0.464,20,45,45,10,55,95,10,40,25,80,2,2,2,2,2,10,10,10,10,10,61349,48332,63723,83408,59913,2,7,6,4,5,8,2,3,8,5,5,7,5,2,5,7,3,8,9,8,2,5,1,1,1,6,2,3,4,1,9,5,6,5,9,1,7,2,7,1,9,4,6,5,9,1,8,4,9,1,9,2,8,2,9,1,6,2,2,1,7,6,7,5,8,2,4,3,6,2,8,7,6,5,8,2,5,4,7,4,7,5,8,2,2,2,3,3,2,2
120,1,Chrome,M,36,1,1,2,3,4,5,1,1,0,0,1,1,1,1,1,1,2,3,9,6,7,21,23,22,31,11,41,8,26,21,43,0,15,15,25,10,40,70,50,45,50,95,80,75,80,75,0.27,0.49,0.24,0.3,0.55,0.4,0.27,0.4,0.3,0.28,0.33,0.24,0.36,0.4,0.17,2,2,2,3,1,40,70,50,80,10,0.4,0.27,0.4,0.4,0.55,31,3,29,46,19,45,0,40,55,25,60,30,65,70,45,90,60,100,85,80,0.54,0.41,0.38,0.26,0.31,0.3,0.37,0.34,0.53,0.32,0.16,0.22,0.28,0.21,0.37,1,3,2,1,1,45,60,65,55,25,0.54,0.22,0.34,0.26,0.31,0.28,0.094,0.271,0.373,0.453,0.187,0.347,0.287,0.555,0.169,40,70,50,80,10,45,60,65,55,25,10,10,10,10,10,2,2,2,2,2,99273,55864,81322,64982,65458,7,8,7,9,3,2,1,2,1,6,7,8,7,9,4,3,2,3,1,8,6,8,7,9,3,3,2,3,1,7,6,9,7,6,3,3,1,2,3,6,6,9,7,6,3,4,1,3,6,7,4,9,7,5,2,6,1,3,6,7,7,8,8,8,4,2,1,2,2,5,7,8,8,8,4,4,2,3,2,8,6,8,8,8,2,4,2,3,3,8
121,1,Chrome,M,22,1,1,2,3,4,5,1,1,1,0,1,0,1,0,1,0,2,4,8,9,1,21,32,22,22,12,31,36,50,26,11,45,30,50,15,20,60,50,75,50,45,90,90,90,75,70,0.54,0.39,0.32,0.24,0.41,0.3,0.25,0.5,0.4,0.35,0.16,0.36,0.18,0.36,0.24,1,3,2,2,2,45,90,75,50,45,0.54,0.36,0.5,0.4,0.35,41,23,11,29,4,0,20,20,40,10,40,60,45,65,35,95,90,70,100,75,0.27,0.34,0.41,0.38,0.5,0.4,0.22,0.35,0.34,0.31,0.33,0.44,0.24,0.28,0.19,2,2,2,2,1,40,60,45,65,10,0.4,0.22,0.35,0.34,0.5,0.426,0.094,0.326,0.763,0.463,0.176,0.58,0.615,0.649,0.157,45,90,75,50,45,40,60,45,65,10,10,10,10,10,10,2,2,2,2,2,112306,74287,63943,69936,67516,6,8,7,7,7,4,2,3,3,2,3,8,7,6,7,3,1,2,2,4,4,9,6,6,5,4,1,3,3,3,6,6,8,7,6,5,2,2,3,5,6,7,7,7,5,6,3,3,4,2,5,7,7,6,2,6,3,3,3,2,6,8,7,7,5,3,2,3,2,5,6,8,7,7,3,4,2,4,4,3,4,7,5,6,2,4,2,4,2,2
122,1,Chrome,M,31,1,1,2,3,4,5,1,0,1,0,0,1,0,0,1,1,4,6,1,7,2,32,31,12,11,21,36,46,11,43,41,30,55,20,10,0,50,70,45,50,40,90,85,70,75,95,0.39,0.26,0.41,0.55,0.27,0.25,0.53,0.35,0.28,0.4,0.36,0.21,0.24,0.17,0.33,3,1,2,1,2,90,55,45,10,40,0.36,0.26,0.35,0.55,0.4,23,21,4,19,31,20,25,10,25,45,60,45,35,45,60,90,80,75,80,90,0.34,0.3,0.5,0.31,0.54,0.22,0.3,0.31,0.32,0.3,0.44,0.4,0.19,0.37,0.16,2,3,1,1,1,60,80,10,25,45,0.22,0.4,0.5,0.31,0.54,0.091,0.658,0.582,0.829,0.772,0.919,0.46,0.881,0.286,0.495,90$,70$,45$,10,95,60$,80%,10$,25,45,10,10,10,10,10,2,2,2,2,2,62102,39337,40145,50597,32877,9,8,8,5,9,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,9,9,4,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,9,9,8,5,9,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
123,1,Chrome,F,44,1,1,2,3,4,5,1,1,0,0,1,1,0,0,1,0,6,10,8,7,9,31,33,22,11,22,21,18,50,43,29,25,25,50,10,40,45,60,75,50,65,80,100,90,75,100,0.3,0.43,0.32,0.55,0.38,0.3,0.35,0.5,0.28,0.34,0.4,0.22,0.18,0.17,0.28,3,3,2,1,2,80,100,75,10,65,0.4,0.22,0.5,0.55,0.34,46,9,11,19,26,55,15,20,25,15,70,70,45,45,50,85,80,70,80,75,0.26,0.45,0.41,0.31,0.24,0.53,0.29,0.35,0.32,0.4,0.21,0.26,0.24,0.37,0.36,1,3,2,1,2,55,80,45,25,50,0.26,0.26,0.35,0.31,0.4,0.35,0.777,0.187,0.959,0.096,0.693,0.308,0.392,0.821,0.896,80,100,20,10,65,55,80,45,25,50,10,10,10,10,10,2,2,10,2,2,82289,52356,111178,365681,51405,8,8,3,3,7,2,2,5,2,3,8,7,3,3,6,2,2,8,8,3,8,8,3,6,7,1,2,2,4,3,5,6,5,7,7,4,3,3,5,2,4,6,5,6,6,2,2,2,3,6,4,7,5,7,7,3,3,3,7,4,7,6,7,6,7,3,3,2,3,2,7,7,6,5,7,5,2,3,5,2,7,8,7,5,8,2,3,4,3,2
124,1,Mozilla,M,28,1,1,2,3,4,5,0,1,0,0,1,0,1,1,0,1,3,9,7,10,8,23,22,11,33,22,3,26,43,18,11,0,15,10,25,20,30,50,50,60,45,60,75,75,100,70,0.41,0.24,0.55,0.43,0.41,0.37,0.4,0.28,0.35,0.35,0.22,0.36,0.17,0.22,0.24,3,2,1,3,2,60,50,10,100,45,0.22,0.4,0.55,0.22,0.35,8,29,19,9,50,15,40,25,15,50,70,65,45,70,75,80,100,80,80,90,0.49,0.38,0.31,0.45,0.32,0.27,0.34,0.32,0.29,0.5,0.24,0.28,0.37,0.26,0.18,2,2,1,3,2,70,65,25,80,75,0.27,0.34,0.31,0.26,0.5,0.556,0.337,0.812,0.465,0.477,0.172,0.328,0.559,0.147,0.841,60,50,10,100,45,70,65,25,80,75,10,10,10,10,10,2,2,2,2,2,81890,51578,56828,41972,48876,9,7,3,9,6,1,3,8,1,4,9,7,2,9,6,1,3,8,1,4,9,7,2,9,6,1,3,8,1,4,7,6,2,9,7,3,4,8,1,3,7,6,2,9,7,4,4,8,1,3,6,6,2,9,7,2,4,8,1,3,8,7,2,9,7,2,3,8,1,3,8,7,2,9,7,2,3,8,1,3,8,7,2,9,7,2,3,8,1,3
