workerid,condition,browser,gender,age,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,leftWheelFirst.1,leftWheelFirst.2,leftWheelFirst.3,leftWheelFirst.4,leftWheelFirst.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
116,1,Chrome,F,43,2,4,1,5,6,21,32,12,13,31,41,36,4,37,21,45,20,20,20,55,60,60,45,50,70,90,90,70,90,85,0.54,0.34,0.41,0.28,0.26,0.3,0.22,0.35,0.19,0.53,0.16,0.44,0.24,0.53,0.21,1,2,2,1,1,45,60,45,20,55,0.54,0.22,0.35,0.28,0.26,31,23,11,15,46,0,30,10,30,25,40,50,35,50,45,95,90,75,95,80,0.27,0.39,0.5,0.3,0.3,0.4,0.25,0.31,0.3,0.3,0.33,0.36,0.19,0.4,0.4,2,3,1,3,3,40,90,10,95,80,0.4,0.36,0.5,0.4,0.4,0.87,0.235,0.71,0.801,0.058,0.496,0,0.61,0.424,0.988,45,60,45,20,55,40,90,10,95,80,0,0,0,1,0,137912,73475,94454,66785,126300,9,8,7,6,5,1,2,2,2,3,9,8,7,6,3,3,2,3,3,3,7,8,5,6,5,1,1,1,1,1,5,9,5,9,9,1,1,4,1,1,5,9,2,9,9,3,1,7,1,1,7,9,1,9,9,1,1,1,1,1,8,8,8,8,8,1,2,2,2,2,8,8,6,7,7,2,2,3,2,2,9,8,6,7,7,1,1,1,1,1
117,1,Firefox,M,29,6,9,10,5,2,31,22,33,13,21,21,26,9,37,41,55,40,25,30,45,70,65,60,50,60,85,100,100,95,90,0.26,0.38,0.43,0.3,0.54,0.53,0.34,0.35,0.3,0.3,0.21,0.28,0.22,0.4,0.16,1,2,3,3,1,55,65,100,95,45,0.26,0.34,0.22,0.4,0.54,46,29,18,15,31,25,15,15,20,0,45,50,70,50,40,80,75,80,90,95,0.3,0.24,0.45,0.28,0.27,0.3,0.4,0.29,0.19,0.4,0.4,0.36,0.26,0.53,0.33,3,2,3,1,2,80,50,80,20,40,0.4,0.4,0.26,0.28,0.4,0.516,0.076,0.239,0.029,0.105,0.641,0.354,0.155,0.888,0.631,55,65,100,95,45,80,50,80,20,40,0,0,0,0,0,157730,21890,112490,62122,24407,4,6,9,9,4,5,4,2,1,6,4,7,9,9,6,2,5,1,1,3,3,3,2,1,5,4,4,1,2,4,7,5,9,2,5,3,4,1,6,4,7,7,9,3,4,3,6,2,7,5,3,4,1,3,4,3,4,1,7,6,5,8,9,6,5,2,3,1,4,4,6,6,9,5,5,5,4,1,5,5,2,6,1,7,6,3,4,1,4,3
118,1,Chrome,F,24,9,4,6,5,7,22,32,31,13,11,26,36,21,37,43,15,20,25,30,25,50,60,45,50,45,75,90,80,95,80,0.24,0.34,0.3,0.3,0.31,0.4,0.22,0.3,0.3,0.32,0.36,0.44,0.4,0.4,0.37,2,2,3,3,1,50,60,80,95,25,0.4,0.22,0.4,0.4,0.31,29,23,46,15,19,40,30,55,20,10,65,50,70,50,50,100,90,85,90,75,0.38,0.39,0.26,0.28,0.55,0.34,0.25,0.53,0.19,0.28,0.28,0.36,0.21,0.53,0.17,2,3,1,1,1,65,90,55,20,10,0.34,0.36,0.26,0.28,0.55,0.358,0.674,0.872,0.997,0.429,0.563,0.13,0.241,0.495,0.491,15,60,80,95,25,65,90,55,20,10,1,0,1,0,0,80405,43281,45433,39220,49309,2,8,9,9,2,8,2,1,1,1,2,8,9,9,2,8,3,1,1,8,2,8,7,6,2,7,2,1,1,6,8,9,3,2,1,4,2,7,8,9,8,9,3,2,1,5,2,8,2,9,8,8,3,2,1,2,1,7,7,9,6,8,6,8,2,4,2,4,6,8,6,8,6,8,2,5,3,3,6,7,6,8,5,5,1,4,1,7,3,7
119,1,Firefox,M,35,10,1,4,6,9,33,12,32,31,22,9,4,36,21,26,15,10,20,55,15,70,35,60,70,50,80,75,90,85,75,0.45,0.5,0.34,0.26,0.24,0.29,0.31,0.22,0.53,0.4,0.26,0.19,0.44,0.21,0.36,3,1,2,1,2,80,10,60,55,50,0.26,0.5,0.22,0.26,0.4,18,11,23,46,29,25,20,30,25,40,60,45,50,45,65,100,70,90,80,100,0.43,0.41,0.39,0.3,0.38,0.35,0.35,0.25,0.3,0.34,0.22,0.24,0.36,0.4,0.28,3,2,3,3,2,100,45,90,80,65,0.22,0.35,0.36,0.4,0.34,0.844,0.57,0.675,0.792,0.082,0.219,0.95,0.324,0.6,0.885,80,10,60,55,50,100,45,90,80,65,1,1,0,0,1,56050,73132,65199,80934,56040,9,9,1,1,8,1,9,1,9,1,1,9,1,9,1,1,9,9,9,1,9,1,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,9,1,1,1,1,1
120,1,Chrome,F,21,7,1,5,6,8,11,12,13,31,22,43,4,37,21,11,10,10,30,25,50,50,35,50,45,75,75,75,95,80,90,0.55,0.5,0.3,0.3,0.32,0.28,0.31,0.3,0.3,0.5,0.17,0.19,0.4,0.4,0.18,1,1,3,3,2,10,10,95,80,75,0.55,0.5,0.4,0.4,0.5,19,11,15,46,50,25,20,20,55,20,45,45,50,70,45,80,70,90,85,70,0.31,0.41,0.28,0.26,0.41,0.32,0.35,0.19,0.53,0.35,0.37,0.24,0.53,0.21,0.24,1,2,1,1,2,25,45,20,55,45,0.31,0.35,0.28,0.26,0.35,0.89,0.439,0.713,0.006,0.891,0.776,0.931,0.437,0.906,0.516,10,10,95,80,75,45,70,20,55,45,1,1,0,1,0,95567,54135,70783,80853,86316,3,2,9,9,8,2,7,2,3,3,1,3,8,7,6,7,8,1,2,3,1,3,8,8,7,7,7,1,1,4,5,9,3,4,3,4,1,6,5,5,4,6,4,4,4,5,1,6,5,6,4,8,4,4,3,4,1,6,6,6,5,7,8,7,7,4,4,3,4,3,3,5,6,6,7,4,4,2,5,2,3,6,8,7,7,5,5,3,4,3
121,1,Chrome,F,39,4,10,5,8,7,32,33,13,22,11,36,9,37,11,43,30,15,30,20,25,50,70,50,45,45,90,80,95,70,80,0.39,0.45,0.3,0.41,0.31,0.25,0.29,0.3,0.35,0.32,0.36,0.26,0.4,0.24,0.37,3,3,3,2,1,90,80,95,45,25,0.36,0.26,0.4,0.35,0.31,23,18,15,50,19,20,25,20,50,10,60,60,50,75,50,90,100,90,90,75,0.34,0.43,0.28,0.32,0.55,0.22,0.35,0.19,0.5,0.28,0.44,0.22,0.53,0.18,0.17,2,3,1,2,1,60,100,20,75,10,0.22,0.22,0.28,0.5,0.55,0.68,0.343,0.53,0.735,0.918,0.079,0.79,0.316,0.922,0.346,90,80,95,45,25,60,100,20,75,10,1,1,0,1,0,75697,45643,57289,62272,57496,9,9,9,7,2,1,1,1,5,8,8,9,9,6,2,1,1,1,5,8,8,9,9,6,3,1,1,1,5,7,7,9,2,7,2,1,1,8,3,8,7,9,2,5,2,3,1,8,4,8,6,9,2,6,2,3,1,8,4,7,8,9,7,6,2,1,1,4,4,8,7,9,6,5,2,2,1,5,4,8,7,9,6,6,3,1,1,6,4,7
122,1,Chrome,M,24,5,10,7,3,4,13,33,11,23,32,37,9,43,8,36,20,25,25,15,30,50,60,45,70,50,90,100,80,80,90,0.28,0.43,0.31,0.49,0.39,0.19,0.35,0.32,0.27,0.25,0.53,0.22,0.37,0.24,0.36,1,3,1,2,3,20,100,25,70,90,0.28,0.22,0.31,0.27,0.36,15,18,19,3,23,30,15,10,0,20,50,70,50,30,60,95,80,75,60,90,0.3,0.45,0.55,0.41,0.34,0.3,0.29,0.28,0.37,0.22,0.4,0.26,0.17,0.22,0.44,3,3,1,3,2,95,80,10,60,60,0.4,0.26,0.55,0.22,0.22,0.126,0.213,0.906,0.17,0.293,0.737,0.851,0.791,0.133,0.48,20,100,25,70,90,95,80,10,60,60,1,0,0,1,1,75333,64801,66279,72422,53484,3,9,4,3,7,1,1,2,1,1,2,9,1,5,7,6,1,6,1,1,1,1,1,1,1,2,1,1,1,1,8,9,2,5,5,1,1,2,1,2,9,9,1,9,4,1,1,3,1,6,1,1,1,6,1,1,1,1,1,1,5,9,2,5,6,2,1,3,1,2,4,9,1,4,5,3,1,5,1,3,1,1,1,4,1,1,1,1,1,1
123,1,Firefox,M,40,3,7,4,8,10,23,11,32,22,33,8,43,36,11,9,0,10,30,50,25,30,50,50,75,60,60,75,90,90,100,0.41,0.55,0.39,0.32,0.43,0.37,0.28,0.25,0.5,0.35,0.22,0.17,0.36,0.18,0.22,3,1,3,2,3,60,10,90,75,100,0.22,0.55,0.36,0.5,0.22,3,19,23,50,18,15,25,20,20,15,70,45,60,45,70,80,80,90,70,80,0.49,0.31,0.34,0.41,0.45,0.27,0.32,0.22,0.35,0.29,0.24,0.37,0.44,0.24,0.26,2,1,2,2,3,70,25,60,45,80,0.27,0.31,0.22,0.35,0.26,0.839,0.968,0.99,0.375,0.898,0.434,0.013,0.718,0.707,0.37,60,10,90,75,100,70,25,60,45,80,0,1,1,0,0,55496,60310,68536,74840,36324,9,2,9,4,9,1,8,1,7,1,9,3,9,3,9,1,9,1,8,1,9,2,9,5,9,1,9,1,8,1,8,2,6,6,9,2,9,4,4,1,9,2,6,5,9,1,9,7,8,1,8,4,6,5,9,1,9,9,8,1,9,1,8,5,9,1,9,2,5,1,8,1,7,5,9,1,9,5,8,1,8,4,6,5,9,1,9,7,8,1
124,1,Firefox,M,41,5,9,4,8,7,13,22,32,22,11,37,26,36,11,43,20,15,20,20,10,50,50,60,45,50,90,75,90,70,75,0.28,0.24,0.34,0.41,0.55,0.19,0.4,0.22,0.35,0.28,0.53,0.36,0.44,0.24,0.17,1,2,2,2,1,20,50,60,45,10,0.28,0.4,0.22,0.35,0.55,15,29,23,50,19,30,40,30,50,25,50,65,50,75,45,95,100,90,90,80,0.3,0.38,0.39,0.32,0.31,0.3,0.34,0.25,0.5,0.32,0.4,0.28,0.36,0.18,0.37,3,2,3,2,1,95,65,90,75,25,0.4,0.34,0.36,0.5,0.31,0.965,0.176,0.545,0.039,0.764,0.786,0.943,0.249,0.872,0.213,20,50,90,45,10,95,65,60,75,25,1,1,0,1,1,75603,101048,68311,75920,51090,2,6,7,5,3,8,4,1,5,6,2,6,7,5,3,8,5,1,5,7,2,6,5,5,3,8,3,1,5,3,9,3,3,6,3,1,7,6,3,7,9,3,3,6,3,1,7,7,3,7,9,2,2,4,3,1,7,4,5,6,6,5,5,6,5,4,4,5,4,5,6,4,5,4,4,4,7,5,5,4,6,3,5,3,4,4,5,5,3,4
125,1,Firefox,M,25,7,4,9,10,2,11,32,22,33,21,43,36,26,9,41,10,20,15,15,0,50,60,50,70,40,75,90,75,80,95,0.55,0.34,0.24,0.45,0.27,0.28,0.22,0.4,0.29,0.4,0.17,0.44,0.36,0.26,0.33,1,2,2,3,2,10,60,50,80,40,0.55,0.22,0.4,0.26,0.4,19,23,29,18,31,25,30,40,25,45,45,50,65,60,60,80,90,100,100,90,0.31,0.39,0.38,0.43,0.54,0.32,0.25,0.34,0.35,0.3,0.37,0.36,0.28,0.22,0.16,1,3,2,3,1,25,90,65,100,45,0.31,0.36,0.34,0.22,0.54,0.692,0.368,0.59,0.56,0.765,0.446,0.025,0.794,0.927,0.793,10,60,50,80,40,25,90,65,100,45,1,0,1,1,1,53964,53613,41747,38083,53251,5,6,6,9,7,3,1,4,1,1,5,5,6,8,8,8,4,2,1,1,3,7,6,9,9,1,1,1,1,1,5,7,6,9,4,4,1,2,1,5,3,6,6,9,4,7,1,3,1,7,4,7,6,9,3,1,1,1,1,1,6,8,7,9,6,4,2,2,1,4,6,6,7,9,5,4,1,3,1,5,2,6,5,9,4,1,1,1,1,1
126,1,Chrome,M,21,3,1,4,7,9,23,12,32,11,22,8,4,36,43,26,15,10,20,10,40,70,35,60,50,65,80,75,90,75,100,0.49,0.5,0.34,0.55,0.38,0.27,0.31,0.22,0.28,0.34,0.24,0.19,0.44,0.17,0.28,2,1,2,1,2,70,10,60,10,65,0.27,0.5,0.22,0.55,0.34,3,11,23,19,29,0,20,30,25,15,30,45,50,45,50,60,70,90,80,75,0.41,0.41,0.39,0.31,0.24,0.37,0.35,0.25,0.32,0.4,0.22,0.24,0.36,0.37,0.36,3,2,3,1,2,60,45,90,25,50,0.22,0.35,0.36,0.31,0.4,0.198,0.99,0.724,0.379,0.071,0.046,0.657,0.681,0.874,0.016,70,10,60,10,65,60,45,90,25,50,1,1,0,1,0,119396,95557,98443,73253,74854,8,3,8,4,7,1,6,2,6,2,6,5,6,3,5,2,7,3,7,2,5,3,7,3,3,2,5,1,6,1,9,6,9,6,8,1,3,1,5,2,7,5,6,4,5,1,6,1,7,3,6,5,6,4,7,1,3,1,6,2,8,6,9,6,7,1,4,1,5,1,4,7,6,3,6,1,7,1,6,4,7,5,7,4,6,2,3,1,7,1
127,1,Chrome,M,33,8,10,9,7,6,22,33,22,11,31,11,9,26,43,21,20,15,40,10,55,45,70,65,50,70,70,80,100,75,85,0.41,0.45,0.38,0.55,0.26,0.35,0.29,0.34,0.28,0.53,0.24,0.26,0.28,0.17,0.21,2,3,2,1,1,45,80,65,10,55,0.35,0.26,0.34,0.55,0.26,50,18,29,19,46,50,25,15,25,25,75,60,50,45,45,90,100,75,80,80,0.32,0.43,0.24,0.31,0.3,0.5,0.35,0.4,0.32,0.3,0.18,0.22,0.36,0.37,0.4,2,3,2,1,3,75,100,50,25,80,0.5,0.22,0.4,0.31,0.4,0.99,0.201,0.336,0.633,0.671,0.774,0.622,0.469,0.602,0.691,45,80,65,10,55,75,100,50,25,80,1,1,0,1,0,62603,40978,54694,69521,51606,6,9,7,2,6,3,1,1,7,3,7,9,7,2,6,4,1,2,9,6,6,9,7,3,4,2,1,2,7,5,7,9,6,3,8,2,1,2,7,1,7,9,7,3,9,2,1,2,8,1,8,9,8,4,8,1,1,1,7,1,7,9,6,2,7,2,1,2,8,3,8,9,7,2,7,2,1,3,7,3,9,9,7,4,6,1,1,2,7,4
128,1,Firefox,F,32,2,10,5,9,7,21,33,13,22,11,41,9,37,26,43,0,25,20,15,10,40,60,50,50,50,95,100,90,75,75,0.27,0.43,0.28,0.24,0.55,0.4,0.35,0.19,0.4,0.28,0.33,0.22,0.53,0.36,0.17,2,3,1,2,1,40,100,20,50,10,0.4,0.22,0.28,0.4,0.55,31,18,15,29,19,45,15,30,40,25,60,70,50,65,45,90,80,95,100,80,0.54,0.45,0.3,0.38,0.31,0.3,0.29,0.3,0.34,0.32,0.16,0.26,0.4,0.28,0.37,1,3,3,2,1,45,80,95,65,25,0.54,0.26,0.4,0.34,0.31,0.509,0.976,0.326,0.118,0.786,0.493,0.645,0.296,0.773,0.457,40,100,20,50,10,45,80,95,65,25,1,0,1,1,1,63960,42987,48789,63961,61346,5,9,6,6,4,2,1,4,2,6,4,9,4,5,2,7,1,6,2,7,7,9,3,6,3,3,1,6,4,5,5,9,9,6,4,6,1,1,2,6,4,9,9,5,2,7,1,1,2,6,1,9,9,6,3,6,1,1,4,5,6,9,7,6,3,2,1,2,2,7,6,9,7,5,3,5,1,4,2,6,4,9,7,7,2,5,1,4,2,6
129,1,Firefox,M,38,9,5,1,2,8,22,13,12,21,22,26,37,4,41,11,40,20,20,0,50,65,50,45,40,75,100,90,70,95,90,0.38,0.28,0.41,0.27,0.32,0.34,0.19,0.35,0.4,0.5,0.28,0.53,0.24,0.33,0.18,2,1,2,2,2,65,20,45,40,75,0.34,0.28,0.35,0.4,0.5,29,15,11,31,50,15,30,10,45,20,50,50,35,60,45,75,95,75,90,70,0.24,0.3,0.5,0.54,0.41,0.4,0.3,0.31,0.3,0.35,0.36,0.4,0.19,0.16,0.24,2,3,1,1,2,50,95,10,45,45,0.4,0.4,0.5,0.54,0.35,0.51,0.688,0.088,0.535,0.434,0.252,0.117,0.237,0.532,0.4,65,20,45,40,75,50,95,10,45,45,0,1,0,1,0,82693,251586,108001,35947,40885,5,4,5,5,6,3,6,4,4,3,7,4,5,5,6,3,7,4,4,3,6,3,5,5,6,3,4,4,4,3,6,7,4,5,5,2,2,5,4,4,7,7,4,5,5,2,3,5,4,4,7,6,4,4,5,3,3,4,4,4,6,5,5,5,5,2,4,4,4,4,7,5,5,5,6,3,4,4,4,4,6,4,5,5,6,2,4,4,4,3
130,1,Chrome,F,27,3,10,4,6,2,23,33,32,31,21,8,9,36,21,41,0,25,30,25,0,30,60,50,45,40,60,100,90,80,95,0.41,0.43,0.39,0.3,0.27,0.37,0.35,0.25,0.3,0.4,0.22,0.22,0.36,0.4,0.33,3,3,3,3,2,60,100,90,80,40,0.22,0.22,0.36,0.4,0.4,3,18,23,46,31,15,15,20,55,45,70,70,60,70,60,80,80,90,85,90,0.49,0.45,0.34,0.26,0.54,0.27,0.29,0.22,0.53,0.3,0.24,0.26,0.44,0.21,0.16,2,3,2,1,1,70,80,60,55,45,0.27,0.26,0.22,0.26,0.54,0.373,0.01,0.762,0.523,0.505,0.471,0.515,0.451,0.812,0.526,60,100,90,80,40,70,80,60,55,45,0,0,1,1,1,58674,64538,69900,69041,54342,9,9,9,9,8,1,1,1,1,2,8,9,9,9,6,1,1,1,1,3,9,9,9,9,9,1,1,1,1,1,9,9,7,8,8,1,1,2,3,2,8,8,7,6,7,1,1,2,6,3,9,9,3,3,7,1,1,2,4,1,9,9,9,9,9,1,1,1,6,1,1,8,7,3,9,1,1,2,3,1,9,9,8,6,9,1,1,2,3,1
131,1,Chrome,M,28,4,9,7,5,10,32,22,11,13,33,36,26,43,37,9,30,40,10,20,15,50,65,50,50,70,90,100,75,90,80,0.39,0.38,0.55,0.28,0.45,0.25,0.34,0.28,0.19,0.29,0.36,0.28,0.17,0.53,0.26,3,2,1,1,3,90,65,10,20,80,0.36,0.34,0.55,0.28,0.26,23,29,19,15,18,20,15,25,30,25,60,50,45,50,60,90,75,80,95,100,0.34,0.24,0.31,0.3,0.43,0.22,0.4,0.32,0.3,0.35,0.44,0.36,0.37,0.4,0.22,2,2,1,3,3,60,50,25,95,100,0.22,0.4,0.31,0.4,0.22,0.941,0.762,0.881,0.385,0.904,0.41,0.857,0.808,0.7,0.39,90,65,10,20,80,60,50,25,95,100,1,0,1,1,1,77793,69265,61008,46635,38899,9,7,5,3,9,1,1,4,6,1,9,9,4,3,9,1,3,7,8,1,9,9,3,4,9,1,2,5,5,1,6,8,3,9,9,1,1,6,1,1,9,9,4,9,9,2,2,7,1,1,9,9,3,9,9,1,1,5,1,1,9,9,3,7,9,2,2,5,2,1,9,9,2,7,9,2,3,9,4,1,9,9,3,7,9,1,2,8,3,1
132,1,Chrome,F,28,2,8,6,3,1,21,22,31,23,12,41,11,21,8,4,45,50,55,0,20,60,75,70,30,45,90,90,85,60,70,0.54,0.32,0.26,0.41,0.41,0.3,0.5,0.53,0.37,0.35,0.16,0.18,0.21,0.22,0.24,1,2,1,3,2,45,75,55,60,45,0.54,0.5,0.26,0.22,0.35,31,50,46,3,11,0,20,25,15,10,40,45,45,70,35,95,70,80,80,75,0.27,0.41,0.3,0.49,0.5,0.4,0.35,0.3,0.27,0.31,0.33,0.24,0.4,0.24,0.19,2,2,3,2,1,40,45,80,70,10,0.4,0.35,0.4,0.27,0.5,0.592,0.638,0.755,0.056,0.659,0.461,0.641,0.872,0.217,0.015,45,75,55,60,45,40,45,80,70,10,0,0,0,0,0,108215,56627,66700,59858,56514,8,9,7,8,7,1,1,1,2,3,8,8,7,8,5,2,1,1,2,3,8,8,7,9,7,1,1,1,2,3,7,6,9,8,3,2,2,2,1,6,8,6,8,8,3,2,2,1,2,3,7,8,9,7,5,2,2,1,1,3,9,8,8,8,5,1,1,1,1,3,8,8,8,8,6,1,1,1,1,4,7,8,8,7,5,1,1,1,1,2
133,1,Chrome,F,22,7,10,2,1,8,11,33,21,12,22,43,9,41,4,11,25,25,0,10,20,45,60,40,35,45,80,100,95,75,70,0.31,0.43,0.27,0.5,0.41,0.32,0.35,0.4,0.31,0.35,0.37,0.22,0.33,0.19,0.24,1,3,2,1,2,25,100,40,10,45,0.31,0.22,0.4,0.5,0.35,19,18,31,11,50,10,15,45,20,50,50,70,60,45,75,75,80,90,70,90,0.55,0.45,0.54,0.41,0.32,0.28,0.29,0.3,0.35,0.5,0.17,0.26,0.16,0.24,0.18,1,3,1,2,2,10,80,45,45,75,0.55,0.26,0.54,0.35,0.5,0.581,0.102,0.678,0.177,0.616,0.516,0.379,0.027,0.845,0.896,25,100,40,10,45,10,80,45,45,75,0,0,1,1,1,61226,43486,149012,48020,60900,3,9,6,4,6,6,1,4,7,3,5,7,6,6,7,8,1,5,7,2,2,9,8,3,2,7,1,3,7,4,4,8,5,6,6,4,1,7,4,2,6,7,6,6,6,6,1,7,3,2,2,8,3,2,4,6,1,6,6,3,4,9,6,6,6,6,1,4,4,2,5,8,5,6,7,7,1,4,3,3,3,8,6,3,6,6,1,4,5,3
134,1,Safari,F,28,10,5,9,7,8,33,13,22,11,22,9,37,26,43,11,25,30,15,10,20,60,50,50,50,45,100,95,75,75,70,0.43,0.3,0.24,0.55,0.41,0.35,0.3,0.4,0.28,0.35,0.22,0.4,0.36,0.17,0.24,3,3,2,1,2,100,95,50,10,45,0.22,0.4,0.4,0.55,0.35,18,15,29,19,50,15,20,40,25,50,70,50,65,45,75,80,90,100,80,90,0.45,0.28,0.38,0.31,0.32,0.29,0.19,0.34,0.32,0.5,0.26,0.53,0.28,0.37,0.18,3,1,2,1,2,80,20,65,25,75,0.26,0.28,0.34,0.31,0.5,0.282,0.735,0.177,0.565,0.006,0.156,0.368,0.564,0.861,0.707,100,95,115,10,45,180,105,50,25,75,0,0,1,1,1,42826,51144,51392,44678,39766,9,9,5,1,5,1,1,5,6,4,9,9,5,2,5,1,1,5,8,6,6,5,7,3,5,1,1,6,7,5,9,7,6,2,8,1,2,5,7,2,9,7,6,3,9,1,5,6,8,1,5,4,5,5,7,1,4,5,6,1,9,7,7,1,8,1,3,4,8,3,9,7,7,3,7,1,4,6,8,5,6,4,5,5,5,1,5,4,8,6
135,1,Chrome,M,23,5,4,10,8,3,13,32,33,22,23,37,36,9,11,8,30,30,15,50,0,50,50,70,75,30,95,90,80,90,60,0.3,0.39,0.45,0.32,0.41,0.3,0.25,0.29,0.5,0.37,0.4,0.36,0.26,0.18,0.22,3,3,3,2,3,95,90,80,75,60,0.4,0.36,0.26,0.5,0.22,15,23,18,50,3,20,20,25,20,15,50,60,60,45,70,90,90,100,70,80,0.28,0.34,0.43,0.41,0.49,0.19,0.22,0.35,0.35,0.27,0.53,0.44,0.22,0.24,0.24,1,2,3,2,2,20,60,100,45,70,0.28,0.22,0.22,0.35,0.27,0.459,0.621,0.765,0.121,0.973,0.353,0.701,0.424,0.519,0.372,95,90,80,75,60,20,60,100,45,70,0,1,1,0,0,43584,25443,25114,25020,32813,9,9,9,9,7,1,1,1,1,1,9,9,9,9,7,1,1,1,1,1,9,9,9,9,7,1,1,1,1,1,4,9,9,5,8,1,1,1,1,1,9,9,9,5,8,1,1,1,1,1,9,9,9,5,8,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1
136,1,Firefox,F,29,2,10,8,7,3,21,33,22,11,23,41,9,11,43,8,45,15,20,25,0,60,70,45,45,30,90,80,70,80,60,0.54,0.45,0.41,0.31,0.41,0.3,0.29,0.35,0.32,0.37,0.16,0.26,0.24,0.37,0.22,1,3,2,1,3,45,80,45,25,60,0.54,0.26,0.35,0.31,0.22,31,18,50,19,3,0,25,50,10,15,40,60,75,50,70,95,100,90,75,80,0.27,0.43,0.32,0.55,0.49,0.4,0.35,0.5,0.28,0.27,0.33,0.22,0.18,0.17,0.24,2,3,2,1,2,40,100,75,10,70,0.4,0.22,0.5,0.55,0.27,0.268,0.801,0.96,0.882,0.971,0.773,0.269,0.745,0.532,0.283,45,80,45,25,60,40,100,75,10,70,0,1,1,0,0,52312,51944,59330,42538,37967,2,8,6,3,9,8,1,2,7,1,2,9,7,2,9,8,1,3,7,1,1,9,7,1,9,8,1,3,7,1,8,9,8,2,8,2,1,2,7,2,8,9,8,2,8,2,1,2,9,2,8,9,7,1,8,3,1,2,8,2,6,8,7,3,7,3,1,2,7,2,7,9,8,2,9,4,1,2,7,2,7,9,7,1,9,2,1,2,7,2
