workerid,condition,browser,gender,age,order.1,order.2,order.3,order.4,order.5,askAboutLeftWheelFirst.1,askAboutLeftWheelFirst.2,askAboutLeftWheelFirst.3,askAboutLeftWheelFirst.4,askAboutLeftWheelFirst.5,showFirstOfPairFirst.1,showFirstOfPairFirst.2,showFirstOfPairFirst.3,showFirstOfPairFirst.4,showFirstOfPairFirst.5,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
111,1,Chrome,M,36,1,2,3,4,5,0,0,0,0,1,0,0,0,1,0,6,9,5,10,8,31,22,13,33,22,46,29,15,9,50,25,15,20,15,20,45,50,50,70,45,80,75,90,80,70,0.3,0.24,0.28,0.45,0.41,0.3,0.4,0.19,0.29,0.35,0.4,0.36,0.53,0.26,0.24,3,2,1,3,2,80,50,20,80,45,0.4,0.4,0.28,0.26,0.35,21,26,37,18,11,55,40,30,25,50,70,65,50,60,75,85,100,95,100,90,0.26,0.38,0.3,0.43,0.32,0.53,0.34,0.3,0.35,0.5,0.21,0.28,0.4,0.22,0.18,1,2,3,3,2,55,65,95,100,75,0.26,0.34,0.4,0.22,0.5,0.173,0.668,0.106,0.699,0.903,0.106,0.713,0.138,0.243,0.771,55,65,95,80,75,80,50,20,100,45,98807,90669,73378,72200,72215,3,6,9,8,6,6,5,1,4,5,4,6,9,8,6,6,5,1,3,6,3,6,9,7,5,6,5,1,4,5,8,6,1,9,5,3,4,9,1,4,8,5,1,9,5,3,4,9,1,5,7,5,2,9,4,3,4,2,1,4,6,6,7,8,5,5,5,4,2,4,5,5,6,8,5,4,5,4,2,4,4,6,5,8,5,4,5,4,1,4
112,1,Chrome,F,56,1,2,3,4,5,1,1,0,1,1,1,1,1,0,0,9,10,7,3,6,22,33,11,23,31,26,9,43,3,46,15,15,10,15,25,50,70,50,70,45,75,80,75,80,80,0.24,0.45,0.55,0.49,0.3,0.4,0.29,0.28,0.27,0.3,0.36,0.26,0.17,0.24,0.4,2,3,1,2,3,50,80,10,70,80,0.4,0.26,0.55,0.27,0.4,29,18,19,8,21,40,25,25,0,55,65,60,45,30,70,100,100,80,60,85,0.38,0.43,0.31,0.41,0.26,0.34,0.35,0.32,0.37,0.53,0.28,0.22,0.37,0.22,0.21,2,3,1,3,1,65,100,25,60,55,0.34,0.22,0.31,0.22,0.26,0.874,0.394,0.43,0.317,0.561,0.087,0.845,0.45,0.806,0.097,50,80,10,60,55,65,100,25,70,80,117458,82203,43060,135383,45591,7,9,7,7,7,3,1,2,2,2,7,9,5,7,7,3,1,3,3,2,7,9,6,7,6,2,1,4,2,3,7,9,5,7,7,2,1,4,3,2,6,9,5,7,7,2,1,4,3,3,7,9,4,6,7,2,1,4,3,4,7,9,5,7,7,3,1,4,3,2,7,9,5,7,7,2,1,4,4,3,7,9,4,6,7,1,1,4,3,4
113,1,Firefox,M,24,1,2,3,4,5,0,1,1,0,1,0,0,0,1,0,2,3,9,7,8,21,23,22,11,22,31,3,29,43,50,0,15,15,10,20,40,70,50,50,45,95,80,75,75,70,0.27,0.49,0.24,0.55,0.41,0.4,0.27,0.4,0.28,0.35,0.33,0.24,0.36,0.17,0.24,2,2,2,1,2,40,70,50,10,45,0.4,0.27,0.4,0.55,0.35,41,8,26,19,11,45,0,40,25,50,60,30,65,45,75,90,60,100,80,90,0.54,0.41,0.38,0.31,0.32,0.3,0.37,0.34,0.32,0.5,0.16,0.22,0.28,0.37,0.18,1,3,2,1,2,45,60,65,25,75,0.54,0.22,0.34,0.31,0.5,0.341,0.471,0.247,0.676,0.032,0.063,0.43,0.231,0.124,0.544,45,60,65,10,75,0,70,50,25,45,189264,103524,78244,118138,66034,6,5,7,6,7,5,6,1,1,1,6,5,1,1,5,5,6,1,2,1,4,5,5,1,1,2,7,1,5,1,2,6,7,6,7,7,2,1,1,6,1,5,2,1,2,1,3,1,1,2,3,6,5,1,1,7,1,1,1,2,6,6,6,6,5,5,1,1,4,6,6,5,1,5,5,4,1,1,6,1,2,1,1,5,1,1,1,1,1,1
114,1,Firefox,M,49,1,2,3,4,5,1,0,0,0,0,1,0,0,1,1,7,10,6,9,8,11,33,31,22,22,43,18,46,26,11,10,15,25,15,20,50,70,45,50,45,75,80,80,75,70,0.55,0.45,0.3,0.24,0.41,0.28,0.29,0.3,0.4,0.35,0.17,0.26,0.4,0.36,0.24,1,3,3,2,2,10,80,80,50,45,0.55,0.26,0.4,0.4,0.35,19,9,21,29,50,25,25,55,40,50,45,60,70,65,75,80,100,85,100,90,0.31,0.43,0.26,0.38,0.32,0.32,0.35,0.53,0.34,0.5,0.37,0.22,0.21,0.28,0.18,1,3,1,2,2,25,100,55,65,75,0.31,0.22,0.26,0.34,0.5,0.996,0.307,0.284,0.642,0.903,0.641,0.291,0.493,0.457,0.42,10,100,55,50,45,25,80,80,65,75,90903,56329,68834,70602,68071,3,9,7,7,6,7,1,3,3,3,3,8,7,6,6,9,1,7,4,6,4,7,4,5,5,7,1,6,4,3,4,9,9,7,7,6,1,1,2,2,4,8,8,7,6,8,1,1,3,4,4,5,6,6,6,6,1,1,3,3,2,9,7,7,6,8,1,2,3,3,2,8,7,6,5,9,1,4,4,4,5,9,6,6,5,6,1,4,3,3
115,1,Chrome,M,40,1,2,3,4,5,1,0,1,1,1,1,0,0,1,1,10,6,7,8,4,33,31,11,22,32,9,46,19,11,36,15,25,10,20,30,70,45,50,45,50,80,80,75,70,90,0.45,0.3,0.55,0.41,0.39,0.29,0.3,0.28,0.35,0.25,0.26,0.4,0.17,0.24,0.36,3,3,1,2,3,80,80,10,45,90,0.26,0.4,0.55,0.35,0.36,18,21,43,50,23,25,55,25,50,20,60,70,45,75,60,100,85,80,90,90,0.43,0.26,0.31,0.32,0.34,0.35,0.53,0.32,0.5,0.22,0.22,0.21,0.37,0.18,0.44,3,1,1,2,2,100,55,25,75,60,0.22,0.26,0.31,0.5,0.22,0.622,0.584,0.436,0.873,0.152,0.821,0.254,0.01,0.613,0.976,80,55,25,45,90,100,80,10,75,60,71089,100357,83053,79021,78244,9,7,2,5,9,1,7,8,6,1,9,4,3,5,9,1,8,9,4,1,8,4,3,6,8,1,3,8,4,1,9,9,3,7,5,1,1,9,4,5,9,9,2,9,6,1,1,9,6,4,8,6,2,6,6,1,2,8,7,6,8,7,5,5,7,1,4,8,6,3,9,7,2,7,7,1,6,9,6,7,7,5,6,6,7,1,8,8,8,6
116,1,Chrome,F,42,1,2,3,4,5,1,0,1,0,0,1,0,1,1,1,9,3,1,6,8,22,23,12,31,22,26,3,4,21,11,15,15,10,25,20,50,70,35,45,45,75,80,75,80,70,0.24,0.49,0.5,0.3,0.41,0.4,0.27,0.31,0.3,0.35,0.36,0.24,0.19,0.4,0.24,2,2,1,3,2,50,70,10,80,45,0.4,0.27,0.5,0.4,0.35,29,8,11,46,50,40,0,20,55,50,65,30,45,70,75,100,60,70,85,90,0.38,0.41,0.41,0.26,0.32,0.34,0.37,0.35,0.53,0.5,0.28,0.22,0.24,0.21,0.18,2,3,2,1,2,65,60,45,55,75,0.34,0.22,0.35,0.26,0.5,0.254,0.222,0.042,0.437,0.037,0.149,0.565,0.456,0.823,0.252,50,60,10,80,45,65,70,45,55,75,75315,58542,65018,55268,62233,8,9,4,9,6,1,1,2,1,1,8,9,7,9,6,1,1,2,1,1,5,5,5,5,5,1,1,1,1,1,8,8,5,7,7,1,1,2,1,1,8,8,7,7,7,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,8,8,7,7,7,1,1,1,1,1,8,8,7,7,7,1,1,1,1,1,5,5,4,5,5,1,1,1,1,1
117,1,Firefox,M,34,1,2,3,4,5,0,1,1,0,1,1,0,1,0,1,4,9,2,5,8,32,22,21,13,22,36,29,41,15,11,30,15,0,20,20,50,50,40,50,45,90,75,95,90,70,0.39,0.24,0.27,0.28,0.41,0.25,0.4,0.4,0.19,0.35,0.36,0.36,0.33,0.53,0.24,3,2,2,1,2,90,50,40,20,45,0.36,0.4,0.4,0.28,0.35,23,26,31,37,50,20,40,45,30,50,60,65,60,50,75,90,100,90,95,90,0.34,0.38,0.54,0.3,0.32,0.22,0.34,0.3,0.3,0.5,0.44,0.28,0.16,0.4,0.18,2,2,1,3,2,60,65,45,95,75,0.22,0.34,0.54,0.4,0.5,0.987,0.348,0.433,0.944,0.205,0.41,0.045,0.425,0.24,0.393,90,65,40,95,45,60,50,45,20,75,130080,116164,100326,110938,95346,7,7,6,9,6,1,2,2,1,3,9,7,8,9,7,1,3,3,1,3,3,2,7,2,4,1,3,1,2,3,6,7,5,4,7,2,2,3,5,1,7,8,6,5,8,3,2,4,5,2,3,4,1,1,3,3,2,4,5,2,7,7,6,6,8,2,2,2,3,2,8,8,7,7,8,2,3,3,3,2,2,2,2,2,2,2,2,4,3,2
118,1,Chrome,F,34,1,2,3,4,5,0,1,0,1,1,1,1,1,1,1,6,8,4,2,3,31,22,32,21,23,21,11,36,41,8,25,20,30,0,15,45,45,50,40,70,80,70,90,95,80,0.3,0.41,0.39,0.27,0.49,0.3,0.35,0.25,0.4,0.27,0.4,0.24,0.36,0.33,0.24,3,2,3,2,2,80,45,90,40,70,0.4,0.35,0.36,0.4,0.27,46,50,23,31,3,55,50,20,45,0,70,75,60,60,30,85,90,90,90,60,0.26,0.32,0.34,0.54,0.41,0.53,0.5,0.22,0.3,0.37,0.21,0.18,0.44,0.16,0.22,1,2,2,1,3,55,75,60,45,60,0.26,0.5,0.22,0.54,0.22,0.58,0.188,0.152,0.024,0.511,0.805,0.025,0.804,0.101,0.695,80,45,90,40,70,55,75,60,45,60,71531,51158,49755,62353,65544,9,7,9,4,6,1,3,1,6,2,9,6,9,2,6,1,7,1,8,3,9,3,9,6,7,1,5,1,4,4,1,6,6,4,9,9,3,3,5,1,1,7,7,6,9,9,4,5,4,1,1,3,3,4,9,9,6,5,6,1,7,6,7,5,8,3,2,3,3,2,8,9,7,6,9,2,5,5,6,2,5,3,4,5,9,4,5,5,5,2
119,1,Chrome,M,24,1,2,3,4,5,0,1,1,1,0,1,0,1,0,1,8,10,2,6,9,22,33,21,31,22,11,18,41,46,26,20,15,0,25,15,45,70,40,45,50,70,80,95,80,75,0.41,0.45,0.27,0.3,0.24,0.35,0.29,0.4,0.3,0.4,0.24,0.26,0.33,0.4,0.36,2,3,2,3,2,45,80,40,80,50,0.35,0.26,0.4,0.4,0.4,50,9,31,21,29,50,25,45,55,40,75,60,60,70,65,90,100,90,85,100,0.32,0.43,0.54,0.26,0.38,0.5,0.35,0.3,0.53,0.34,0.18,0.22,0.16,0.21,0.28,2,3,1,1,2,75,100,45,55,65,0.5,0.22,0.54,0.26,0.34,0.875,0.793,0.872,0.077,0.631,0.257,0.478,0.095,0.814,0.973,45,100,40,55,50,75,80,45,80,65,54921,53308,94998,45314,37220,6,8,7,3,6,5,2,4,7,4,5,7,6,3,5,7,2,4,7,7,5,8,8,5,6,5,2,3,4,3,7,8,3,8,6,6,2,6,2,5,5,8,2,7,4,7,2,8,2,6,6,7,3,8,5,4,2,5,3,6,6,7,5,6,6,5,2,3,3,3,6,8,6,7,7,7,1,7,4,5,6,7,5,5,6,5,2,4,3,6
120,1,Chrome,M,39,1,2,3,4,5,0,1,1,1,0,0,0,0,0,0,4,1,2,6,3,32,12,21,31,23,23,11,31,46,3,30,10,0,25,15,50,35,40,45,70,90,75,95,80,80,0.39,0.5,0.27,0.3,0.49,0.25,0.31,0.4,0.3,0.27,0.36,0.19,0.33,0.4,0.24,3,1,2,3,2,90,10,40,80,70,0.36,0.5,0.4,0.4,0.27,36,4,41,21,8,20,20,45,55,0,60,45,60,70,30,90,70,90,85,60,0.34,0.41,0.54,0.26,0.41,0.22,0.35,0.3,0.53,0.37,0.44,0.24,0.16,0.21,0.22,2,2,1,1,3,60,45,45,55,60,0.22,0.35,0.54,0.26,0.22,0.337,0.406,0.229,0.402,0.496,0.579,0.529,0.406,0.704,0.982,60,45,45,55,60,90,10,40,80,70,76520,66759,83967,90365,60725,7,8,6,6,9,4,2,2,3,1,8,8,7,5,9,7,2,2,6,1,4,8,5,2,9,6,2,2,5,1,8,3,6,9,8,2,6,3,1,1,9,6,6,9,9,1,7,4,1,1,9,3,4,9,8,1,7,5,1,1,8,6,6,8,8,1,4,2,1,1,8,7,6,8,9,2,6,5,1,1,8,4,4,8,8,2,6,4,1,1
121,1,Safari,F,34,1,2,3,4,5,1,0,1,1,1,1,0,0,1,0,6,4,2,8,1,31,32,21,22,12,21,23,31,11,11,25,30,0,20,10,45,50,40,45,35,80,90,95,70,75,0.3,0.39,0.27,0.41,0.5,0.3,0.25,0.4,0.35,0.31,0.4,0.36,0.33,0.24,0.19,3,3,2,2,1,80,90,40,45,10,0.4,0.36,0.4,0.35,0.5,46,36,41,50,4,55,20,45,50,20,70,60,60,75,45,85,90,90,90,70,0.26,0.34,0.54,0.32,0.41,0.53,0.22,0.3,0.5,0.35,0.21,0.44,0.16,0.18,0.24,1,2,1,2,2,55,60,45,75,45,0.26,0.22,0.54,0.5,0.35,0.034,0.995,0.622,0.444,0.128,0.415,0.175,0.627,0.92,0.864,80,60,45,45,45,55,90,40,75,10,85774,67482,61278,61146,63133,9,2,1,3,5,2,7,7,7,5,9,3,3,5,3,1,9,9,8,7,5,2,1,6,5,1,6,6,1,1,1,9,4,7,1,3,1,7,5,9,1,9,3,3,1,9,3,7,8,9,1,9,6,6,2,7,1,2,1,6,4,9,4,6,3,6,1,7,5,8,4,5,5,2,2,7,1,8,7,9,2,9,5,5,1,2,1,1,1,7
122,1,Chrome,M,39,1,2,3,4,5,1,0,1,1,1,0,1,1,1,0,7,1,4,5,8,11,12,32,13,22,19,4,36,37,50,10,10,30,20,20,50,35,50,50,45,75,75,90,90,70,0.55,0.5,0.39,0.28,0.41,0.28,0.31,0.25,0.19,0.35,0.17,0.19,0.36,0.53,0.24,1,1,3,1,2,10,10,90,20,45,0.55,0.5,0.36,0.28,0.35,43,11,23,15,11,25,20,20,30,50,45,45,60,50,75,80,70,90,95,90,0.31,0.41,0.34,0.3,0.32,0.32,0.35,0.22,0.3,0.5,0.37,0.24,0.44,0.4,0.18,1,2,2,3,2,25,45,60,95,75,0.31,0.35,0.22,0.4,0.5,0.322,0.207,0.753,0.735,0.396,0.211,0.33,0.857,0.214,0.569,25,10,90,20,75,10,45,60,95,45,67150,49311,46334,41644,42388,8,8,8,8,8,2,5,1,1,1,5,5,7,7,7,5,5,1,5,2,5,5,5,5,4,5,5,5,5,4,8,8,8,8,8,2,2,1,2,1,5,7,8,6,4,5,2,1,4,5,5,5,5,4,5,5,5,5,4,5,8,8,9,9,9,1,2,2,1,1,7,7,7,8,6,5,5,5,1,1,5,5,5,4,5,5,5,5,4,5
123,1,Firefox,F,34,1,2,3,4,5,0,1,1,0,1,1,1,0,1,1,6,5,7,9,10,31,13,11,22,33,21,37,19,26,9,25,20,10,15,15,45,50,50,50,70,80,90,75,75,80,0.3,0.28,0.55,0.24,0.45,0.3,0.19,0.28,0.4,0.29,0.4,0.53,0.17,0.36,0.26,3,1,1,2,3,80,20,10,50,80,0.4,0.28,0.55,0.4,0.26,46,15,43,29,18,55,30,25,40,25,70,50,45,65,60,85,95,80,100,100,0.26,0.3,0.31,0.38,0.43,0.53,0.3,0.32,0.34,0.35,0.21,0.4,0.37,0.28,0.22,1,3,1,2,3,55,95,25,65,100,0.26,0.4,0.31,0.34,0.22,0.092,0.829,0.373,0.46,0.935,0.639,0.024,0.406,0.043,0.953,80,20,25,50,80,55,95,10,65,100,124379,97158,91016,89991,65388,9,3,2,7,9,1,7,8,2,1,9,2,2,7,9,1,8,9,6,1,9,4,3,7,9,1,4,3,2,1,5,9,2,7,9,7,1,8,3,1,4,8,1,7,9,7,1,9,6,1,4,9,2,7,9,5,2,5,3,1,8,8,2,8,9,2,2,8,2,1,8,7,2,7,9,3,2,9,6,1,6,9,4,8,9,2,2,4,2,1
124,1,Chrome,F,33,1,2,3,4,5,0,1,1,0,0,1,1,1,0,1,10,6,5,2,8,33,31,13,21,22,9,21,37,31,11,15,25,20,0,20,70,45,50,40,45,80,80,90,95,70,0.45,0.3,0.28,0.27,0.41,0.29,0.3,0.19,0.4,0.35,0.26,0.4,0.53,0.33,0.24,3,3,1,2,2,80,80,20,40,45,0.26,0.4,0.28,0.4,0.35,18,46,15,41,50,25,55,30,45,50,60,70,50,60,75,100,85,95,90,90,0.43,0.26,0.3,0.54,0.32,0.35,0.53,0.3,0.3,0.5,0.22,0.21,0.4,0.16,0.18,3,1,3,1,2,100,55,95,45,75,0.22,0.26,0.4,0.54,0.5,0.479,0.119,0.736,0.156,0.417,0.226,0.198,0.723,0.44,0.571,80,80,20,45,45,100,55,95,40,75,83752,114562,47122,55788,50606,9,9,2,2,6,1,1,8,7,4,9,9,2,3,6,1,1,9,8,4,9,9,2,2,7,1,1,7,7,3,9,4,9,6,6,1,6,1,4,4,9,3,9,6,6,1,7,1,3,4,9,3,9,4,6,1,5,1,7,4,9,7,7,6,6,1,2,3,4,3,9,7,8,6,6,1,2,2,3,3,9,7,7,7,7,1,4,3,4,4
125,1,Chrome,F,28,1,2,3,4,5,1,1,1,0,0,0,1,0,1,1,4,8,7,10,1,32,22,11,33,12,23,11,19,9,4,30,20,10,15,10,50,45,50,70,35,90,70,75,80,75,0.39,0.41,0.55,0.45,0.5,0.25,0.35,0.28,0.29,0.31,0.36,0.24,0.17,0.26,0.19,3,2,1,3,1,90,45,10,80,10,0.36,0.35,0.55,0.26,0.5,36,50,43,18,11,20,50,25,25,20,60,75,45,60,45,90,90,80,100,70,0.34,0.32,0.31,0.43,0.41,0.22,0.5,0.32,0.35,0.35,0.44,0.18,0.37,0.22,0.24,2,2,1,3,2,60,75,25,100,45,0.22,0.5,0.31,0.22,0.35,0.341,0.887,0.01,0.152,0.025,0.53,0.476,0.861,0.077,0.895,60,45,25,80,10,90,75,10,100,45,46666,47107,36649,30958,49163,6,6,2,9,1,2,2,6,1,9,7,7,1,9,1,4,4,9,1,9,6,6,1,9,1,2,2,9,1,9,9,7,1,9,3,1,2,9,1,3,9,8,1,9,3,1,2,9,1,6,9,6,1,9,6,1,2,9,1,5,8,7,1,9,2,1,2,9,1,7,8,8,1,9,3,1,2,9,1,7,9,8,1,9,3,2,2,9,1,8
126,1,Firefox,F,24,1,2,3,4,5,1,1,1,1,0,0,1,1,0,1,6,10,7,1,9,31,33,11,12,22,46,9,43,11,26,25,15,10,10,15,45,70,50,35,50,80,80,75,75,75,0.3,0.45,0.55,0.5,0.24,0.3,0.29,0.28,0.31,0.4,0.4,0.26,0.17,0.19,0.36,3,3,1,1,2,80,80,10,10,50,0.4,0.26,0.55,0.5,0.4,21,18,19,4,29,55,25,25,20,40,70,60,45,45,65,85,100,80,70,100,0.26,0.43,0.31,0.41,0.38,0.53,0.35,0.32,0.35,0.34,0.21,0.22,0.37,0.24,0.28,1,3,1,2,2,55,100,25,45,65,0.26,0.22,0.31,0.35,0.34,0.813,0.2,0.573,0.751,0.68,0.903,0.393,0.036,0.993,0.204,55,80,10,45,40,80,100,25,10,65,87659,53036,45316,60067,50699,7,9,1,5,5,1,1,9,1,3,5,9,1,5,4,3,1,9,1,3,1,9,1,3,4,1,1,9,3,4,9,9,1,1,9,1,1,9,5,1,9,9,1,1,5,1,1,9,5,1,9,9,1,1,3,1,1,9,5,3,9,9,1,1,5,1,1,5,5,4,9,9,1,1,4,1,1,7,8,4,9,9,1,1,4,1,1,8,9,3
127,1,Chrome,M,27,1,2,3,4,5,1,1,0,0,1,1,1,0,0,1,2,9,1,3,7,21,22,12,23,11,41,26,11,3,43,0,15,10,15,10,40,50,35,70,50,95,75,75,80,75,0.27,0.24,0.5,0.49,0.55,0.4,0.4,0.31,0.27,0.28,0.33,0.36,0.19,0.24,0.17,2,2,1,2,1,40,50,10,70,10,0.4,0.4,0.5,0.27,0.55,31,29,4,8,19,45,40,20,0,25,60,65,45,30,45,90,100,70,60,80,0.54,0.38,0.41,0.41,0.31,0.3,0.34,0.35,0.37,0.32,0.16,0.28,0.24,0.22,0.37,1,2,2,3,1,45,65,45,60,25,0.54,0.34,0.35,0.22,0.31,0.164,0.122,0.772,0.739,0.21,0.427,0.961,0.809,0.795,0.063,40,50,45,60,10,45,65,10,70,25,100454,87049,87576,63600,74135,6,7,6,9,4,2,2,2,1,4,4,2,3,1,5,1,2,2,1,5,2,2,2,1,2,2,2,2,1,2,5,7,5,9,4,2,2,4,1,4,4,2,5,1,7,4,2,4,1,6,2,2,2,1,2,2,2,2,1,2,6,7,5,9,3,2,2,3,1,6,3,2,5,1,7,2,1,3,1,7,2,1,2,1,2,1,1,2,1,2
128,1,Firefox,F,30,1,2,3,4,5,0,1,0,0,0,0,1,0,0,1,6,7,10,8,9,31,11,33,22,22,46,43,18,50,26,25,10,15,20,15,45,50,70,45,50,80,75,80,70,75,0.3,0.55,0.45,0.41,0.24,0.3,0.28,0.29,0.35,0.4,0.4,0.17,0.26,0.24,0.36,3,1,3,2,2,80,10,80,45,50,0.4,0.55,0.26,0.35,0.4,21,19,9,11,29,55,25,25,50,40,70,45,60,75,65,85,80,100,90,100,0.26,0.31,0.43,0.32,0.38,0.53,0.32,0.35,0.5,0.34,0.21,0.37,0.22,0.18,0.28,1,1,3,2,2,55,25,100,75,65,0.26,0.31,0.22,0.5,0.34,0.72,0.371,0.438,0.999,0.277,0.31,0.454,0.722,0.775,0.909,55,10,100,75,50,80,25,80,45,65,82878,62396,43049,67664,43545,5,5,9,5,6,3,5,1,4,3,6,3,9,7,6,3,6,1,3,6,2,1,9,6,5,7,4,1,6,6,9,3,9,5,6,1,7,1,5,3,9,4,9,3,5,1,8,1,7,5,9,1,9,5,4,1,7,1,6,4,9,3,9,6,5,1,4,1,4,4,9,2,9,5,5,1,6,1,4,4,5,2,9,4,6,1,5,1,6,5
129,1,Chrome,M,33,1,2,3,4,5,1,1,1,1,0,1,0,1,1,1,6,4,10,7,3,31,32,33,11,23,21,23,9,43,8,25,30,15,10,15,45,50,70,50,70,80,90,80,75,80,0.3,0.39,0.45,0.55,0.49,0.3,0.25,0.29,0.28,0.27,0.4,0.36,0.26,0.17,0.24,3,3,3,1,2,80,90,80,10,70,0.4,0.36,0.26,0.55,0.27,46,36,18,19,3,55,20,25,25,0,70,60,60,45,30,85,90,100,80,60,0.26,0.34,0.43,0.31,0.41,0.53,0.22,0.35,0.32,0.37,0.21,0.44,0.22,0.37,0.22,1,2,3,1,3,55,60,100,25,60,0.26,0.22,0.22,0.31,0.22,0.08,0.351,0.758,0.289,0.979,0.594,0.341,0.302,0.547,0.704,80,20,70,75,70,70,90,25,45,30,48846,43040,68939,46293,44563,9,8,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,7,9,9,9,9,1,1,1,1,1,8,1,7,1,6,2,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,1,Chrome,M,35,1,2,3,4,5,1,0,0,1,0,0,0,1,0,0,9,6,8,3,4,22,31,22,23,32,29,46,11,3,23,15,25,20,15,30,50,45,45,70,50,75,80,70,80,90,0.24,0.3,0.41,0.49,0.39,0.4,0.3,0.35,0.27,0.25,0.36,0.4,0.24,0.24,0.36,2,3,2,2,3,50,80,45,70,90,0.4,0.4,0.35,0.27,0.36,26,21,50,8,36,40,55,50,0,20,65,70,75,30,60,100,85,90,60,90,0.38,0.26,0.32,0.41,0.34,0.34,0.53,0.5,0.37,0.22,0.28,0.21,0.18,0.22,0.44,2,1,2,3,2,65,55,75,60,60,0.34,0.26,0.5,0.22,0.22,0.588,0.098,0.187,0.278,0.827,0.707,0.202,0.585,0.087,0.95,65,55,45,60,60,50,80,75,70,90,44116,40268,40646,84892,37487,6,5,6,7,6,3,3,2,2,3,6,4,5,7,5,1,5,2,1,3,5,4,4,6,4,1,1,1,1,1,6,7,7,7,9,1,1,1,1,1,6,7,6,7,9,1,1,1,1,1,5,6,5,6,4,1,1,1,1,1,7,7,7,7,9,1,1,1,1,1,7,7,5,7,7,1,1,1,1,1,5,4,5,6,5,1,1,1,1,1
